"City","Name","Category","Admission","Rating"
"Dallas","Frontier Preserve of Dallas #382","Landmark","$36.44","4.0"
"San Antonio","Grand Hall of San Antonio #383","Nature","$30.77","4.6"
"Fort Worth","Heritage Center of Fort Worth #384","Museum","$11.37","4.5"
"El Paso","Victory Plaza of El Paso #385","Park","$9.10","4.6"
"Arlington","Discovery Gardens of Arlington #386","Historical Site","$46.29","4.9"
"Corpus Christi","Liberty Monument of Corpus Christi #387","Theme Park","$27.94","4.8"
"Plano","Frontier Preserve of Plano #388","Landmark","$26.67","4.5"
"Laredo","Grand Hall of Laredo #389","Nature","$22.87","4.1"
"Lubbock","Heritage Center of Lubbock #390","Museum","$48.38","5.0"
"Garland","Victory Plaza of Garland #391","Park","$2.28","4.9"
"Irving","Discovery Gardens of Irving #392","Historical Site","$32.63","4.5"
"Amarillo","Liberty Monument of Amarillo #393","Theme Park","$26.23","4.1"
"Grand Prairie","Frontier Preserve of Grand Prairie #394","Landmark","$36.53","4.4"
"Brownsville","Grand Hall of Brownsville #395","Nature","$32.51","4.4"
"McKinney","Heritage Center of McKinney #396","Museum","$42.29","4.3"
"Frisco","Victory Plaza of Frisco #397","Park","$27.68","4.4"
"Pasadena","Discovery Gardens of Pasadena #398","Historical Site","$33.05","5.0"
"Mesquite","Liberty Monument of Mesquite #399","Theme Park","$39.77","4.9"
"Austin","Frontier Preserve of Austin #400","Landmark","$0.64","4.3"
"Houston","Grand Hall of Houston #401","Nature","$4.88","4.5"
"Dallas","Heritage Center of Dallas #402","Museum","$19.11","4.4"
"San Antonio","Victory Plaza of San Antonio #403","Park","$46.98","4.6"
"Fort Worth","Discovery Gardens of Fort Worth #404","Historical Site","$31.37","4.5"
"El Paso","Liberty Monument of El Paso #405","Theme Park","$40.42","4.9"
"Arlington","Frontier Preserve of Arlington #406","Landmark","$1.18","4.9"
"Corpus Christi","Grand Hall of Corpus Christi #407","Nature","$16.33","4.2"
"Plano","Heritage Center of Plano #408","Museum","$35.47","4.6"
"Laredo","Victory Plaza of Laredo #409","Park","$46.06","4.7"
"Lubbock","Discovery Gardens of Lubbock #410","Historical Site","$32.00","4.1"
"Garland","Liberty Monument of Garland #411","Theme Park","$18.07","4.0"
"Irving","Frontier Preserve of Irving #412","Landmark","$23.60","4.9"
"Amarillo","Grand Hall of Amarillo #413","Nature","$22.55","4.6"
"Grand Prairie","Heritage Center of Grand Prairie #414","Museum","$25.59","4.1"
"Brownsville","Victory Plaza of Brownsville #415","Park","$5.19","4.5"
"McKinney","Discovery Gardens of McKinney #416","Historical Site","$41.38","4.7"
"Frisco","Liberty Monument of Frisco #417","Theme Park","$40.32","5.0"
"Pasadena","Frontier Preserve of Pasadena #418","Landmark","$7.93","4.0"
"Mesquite","Grand Hall of Mesquite #419","Nature","$19.47","4.5"
"Austin","Heritage Center of Austin #420","Museum","$5.45","4.9"
"Houston","Victory Plaza of Houston #421","Park","$47.32","4.7"
"Dallas","Discovery Gardens of Dallas #422","Historical Site","$0.99","4.5"
"San Antonio","Liberty Monument of San Antonio #423","Theme Park","$5.39","4.9"
"Fort Worth","Frontier Preserve of Fort Worth #424","Landmark","$26.78","4.6"
"El Paso","Grand Hall of El Paso #425","Nature","$1.55","4.8"
"Arlington","Heritage Center of Arlington #426","Museum","$44.63","4.2"
"Corpus Christi","Victory Plaza of Corpus Christi #427","Park","$7.01","4.8"
"Plano","Discovery Gardens of Plano #428","Historical Site","$37.39","4.4"
"Laredo","Liberty Monument of Laredo #429","Theme Park","$31.50","4.1"
"Lubbock","Frontier Preserve of Lubbock #430","Landmark","$49.55","4.8"
"Garland","Grand Hall of Garland #431","Nature","$43.19","4.4"
"Irving","Heritage Center of Irving #432","Museum","$39.85","4.8"
"Amarillo","Victory Plaza of Amarillo #433","Park","$25.95","4.2"
"Grand Prairie","Discovery Gardens of Grand Prairie #434","Historical Site","$37.64","4.9"
"Brownsville","Liberty Monument of Brownsville #435","Theme Park","$38.39","4.5"
"McKinney","Frontier Preserve of McKinney #436","Landmark","$32.11","4.9"
"Frisco","Grand Hall of Frisco #437","Nature","$13.95","4.1"
"Pasadena","Heritage Center of Pasadena #438","Museum","$30.56","4.8"
"Mesquite","Victory Plaza of Mesquite #439","Park","$4.11","4.7"
"Austin","Discovery Gardens of Austin #440","Historical Site","$3.01","4.4"
"Houston","Liberty Monument of Houston #441","Theme Park","$48.75","4.9"
"Dallas","Frontier Preserve of Dallas #442","Landmark","$13.56","4.9"
"San Antonio","Grand Hall of San Antonio #443","Nature","$42.10","4.7"
"Fort Worth","Heritage Center of Fort Worth #444","Museum","$19.37","4.9"
"El Paso","Victory Plaza of El Paso #445","Park","$31.19","4.8"
"Arlington","Discovery Gardens of Arlington #446","Historical Site","$42.71","4.7"
"Corpus Christi","Liberty Monument of Corpus Christi #447","Theme Park","$4.18","4.8"
"Plano","Frontier Preserve of Plano #448","Landmark","$3.07","4.8"
"Laredo","Grand Hall of Laredo #449","Nature","$27.35","4.9"
"Lubbock","Heritage Center of Lubbock #450","Museum","$41.17","4.4"
"Garland","Victory Plaza of Garland #451","Park","$42.46","4.7"
"Irving","Discovery Gardens of Irving #452","Historical Site","$6.13","4.9"
"Amarillo","Liberty Monument of Amarillo #453","Theme Park","$34.93","4.2"
"Grand Prairie","Frontier Preserve of Grand Prairie #454","Landmark","$34.23","4.8"
"Brownsville","Grand Hall of Brownsville #455","Nature","$40.04","4.3"
"McKinney","Heritage Center of McKinney #456","Museum","$13.24","4.2"
"Frisco","Victory Plaza of Frisco #457","Park","$9.54","4.4"
"Pasadena","Discovery Gardens of Pasadena #458","Historical Site","$13.02","4.6"
"Mesquite","Liberty Monument of Mesquite #459","Theme Park","$23.58","5.0"
"Austin","Frontier Preserve of Austin #460","Landmark","$33.31","4.3"
"Houston","Grand Hall of Houston #461","Nature","$10.77","4.3"
"Dallas","Heritage Center of Dallas #462","Museum","$3.67","4.4"
"San Antonio","Victory Plaza of San Antonio #463","Park","$34.66","4.1"
"Fort Worth","Discovery Gardens of Fort Worth #464","Historical Site","$11.33","5.0"
"El Paso","Liberty Monument of El Paso #465","Theme Park","$41.47","5.0"
"Arlington","Frontier Preserve of Arlington #466","Landmark","$14.72","4.8"
"Corpus Christi","Grand Hall of Corpus Christi #467","Nature","$36.83","4.9"
"Plano","Heritage Center of Plano #468","Museum","$46.84","4.6"
"Laredo","Victory Plaza of Laredo #469","Park","$17.37","5.0"
"Lubbock","Discovery Gardens of Lubbock #470","Historical Site","$43.96","4.4"
"Garland","Liberty Monument of Garland #471","Theme Park","$17.61","4.7"
"Irving","Frontier Preserve of Irving #472","Landmark","$38.83","4.2"
"Amarillo","Grand Hall of Amarillo #473","Nature","$45.48","4.8"
"Grand Prairie","Heritage Center of Grand Prairie #474","Museum","$29.97","4.0"
"Brownsville","Victory Plaza of Brownsville #475","Park","$44.78","4.3"
"McKinney","Discovery Gardens of McKinney #476","Historical Site","$31.22","4.9"
"Frisco","Liberty Monument of Frisco #477","Theme Park","$30.89","4.5"
"Pasadena","Frontier Preserve of Pasadena #478","Landmark","$45.29","4.4"
"Mesquite","Grand Hall of Mesquite #479","Nature","$8.49","4.6"
"Austin","Heritage Center of Austin #480","Museum","$14.00","4.9"
"Houston","Victory Plaza of Houston #481","Park","$18.16","4.9"
"Dallas","Discovery Gardens of Dallas #482","Historical Site","$27.01","4.8"
"San Antonio","Liberty Monument of San Antonio #483","Theme Park","$30.89","4.7"
"Fort Worth","Frontier Preserve of Fort Worth #484","Landmark","$22.99","5.0"
"El Paso","Grand Hall of El Paso #485","Nature","$40.64","4.5"
"Arlington","Heritage Center of Arlington #486","Museum","$48.68","5.0"
"Corpus Christi","Victory Plaza of Corpus Christi #487","Park","$4.36","4.5"
"Plano","Discovery Gardens of Plano #488","Historical Site","$4.33","4.5"
"Laredo","Liberty Monument of Laredo #489","Theme Park","$43.11","4.9"
"Lubbock","Frontier Preserve of Lubbock #490","Landmark","$48.41","5.0"
"Garland","Grand Hall of Garland #491","Nature","$35.95","4.1"
"Irving","Heritage Center of Irving #492","Museum","$41.12","4.6"
"Amarillo","Victory Plaza of Amarillo #493","Park","$13.84","4.0"
"Grand Prairie","Discovery Gardens of Grand Prairie #494","Historical Site","$49.88","4.3"
"Brownsville","Liberty Monument of Brownsville #495","Theme Park","$24.78","4.9"
"McKinney","Frontier Preserve of McKinney #496","Landmark","$14.61","4.7"
"Frisco","Grand Hall of Frisco #497","Nature","$1.71","4.8"
"Pasadena","Heritage Center of Pasadena #498","Museum","$45.38","4.5"
"Mesquite","Victory Plaza of Mesquite #499","Park","$15.89","4.9"
"Austin","Discovery Gardens of Austin #500","Historical Site","$29.06","4.7"
"Houston","Liberty Monument of Houston #501","Theme Park","$19.99","4.3"
"Dallas","Frontier Preserve of Dallas #502","Landmark","$29.65","4.3"
"San Antonio","Grand Hall of San Antonio #503","Nature","$15.44","4.8"
"Fort Worth","Heritage Center of Fort Worth #504","Museum","$11.49","4.1"
"El Paso","Victory Plaza of El Paso #505","Park","$24.42","4.7"
"Arlington","Discovery Gardens of Arlington #506","Historical Site","$20.92","4.0"
"Corpus Christi","Liberty Monument of Corpus Christi #507","Theme Park","$32.99","4.6"
"Plano","Frontier Preserve of Plano #508","Landmark","$2.94","4.9"
"Laredo","Grand Hall of Laredo #509","Nature","$47.82","4.9"
"Lubbock","Heritage Center of Lubbock #510","Museum","$33.65","4.9"
"Garland","Victory Plaza of Garland #511","Park","$13.78","4.7"
"Irving","Discovery Gardens of Irving #512","Historical Site","$34.57","4.5"
"Amarillo","Liberty Monument of Amarillo #513","Theme Park","$43.28","4.2"
"Grand Prairie","Frontier Preserve of Grand Prairie #514","Landmark","$45.14","4.4"
"Brownsville","Grand Hall of Brownsville #515","Nature","$39.11","4.7"
"McKinney","Heritage Center of McKinney #516","Museum","$6.85","4.9"
"Frisco","Victory Plaza of Frisco #517","Park","$36.48","4.2"
"Pasadena","Discovery Gardens of Pasadena #518","Historical Site","$1.08","4.3"
"Mesquite","Liberty Monument of Mesquite #519","Theme Park","$42.71","4.4"
"Austin","Frontier Preserve of Austin #520","Landmark","$16.45","4.2"
"Houston","Grand Hall of Houston #521","Nature","$11.03","4.0"
"Dallas","Heritage Center of Dallas #522","Museum","$32.45","4.7"
"San Antonio","Victory Plaza of San Antonio #523","Park","$29.14","4.9"
"Fort Worth","Discovery Gardens of Fort Worth #524","Historical Site","$11.57","4.1"
"El Paso","Liberty Monument of El Paso #525","Theme Park","$3.44","4.3"
"Arlington","Frontier Preserve of Arlington #526","Landmark","$15.11","4.2"
"Corpus Christi","Grand Hall of Corpus Christi #527","Nature","$21.92","4.6"
"Plano","Heritage Center of Plano #528","Museum","$27.64","4.6"
"Laredo","Victory Plaza of Laredo #529","Park","$24.52","4.5"
"Lubbock","Discovery Gardens of Lubbock #530","Historical Site","$45.88","4.4"
"Garland","Liberty Monument of Garland #531","Theme Park","$11.52","4.5"
"Irving","Frontier Preserve of Irving #532","Landmark","$41.68","4.7"
"Amarillo","Grand Hall of Amarillo #533","Nature","$34.14","4.6"
"Grand Prairie","Heritage Center of Grand Prairie #534","Museum","$48.65","4.5"
"Brownsville","Victory Plaza of Brownsville #535","Park","$22.28","4.9"
"McKinney","Discovery Gardens of McKinney #536","Historical Site","$49.36","4.4"
"Frisco","Liberty Monument of Frisco #537","Theme Park","$1.25","4.0"
"Pasadena","Frontier Preserve of Pasadena #538","Landmark","$6.73","4.9"
"Mesquite","Grand Hall of Mesquite #539","Nature","$35.84","4.5"
"Austin","Heritage Center of Austin #540","Museum","$37.71","4.5"
"Houston","Victory Plaza of Houston #541","Park","$42.73","4.1"
"Dallas","Discovery Gardens of Dallas #542","Historical Site","$28.54","4.7"
"San Antonio","Liberty Monument of San Antonio #543","Theme Park","$11.60","4.5"
"Fort Worth","Frontier Preserve of Fort Worth #544","Landmark","$43.99","4.5"
"El Paso","Grand Hall of El Paso #545","Nature","$11.38","4.1"
"Arlington","Heritage Center of Arlington #546","Museum","$30.15","4.2"
"Corpus Christi","Victory Plaza of Corpus Christi #547","Park","$40.02","4.8"
"Plano","Discovery Gardens of Plano #548","Historical Site","$47.91","4.9"
"Laredo","Liberty Monument of Laredo #549","Theme Park","$18.58","4.1"
"Lubbock","Frontier Preserve of Lubbock #550","Landmark","$31.01","4.6"
"Garland","Grand Hall of Garland #551","Nature","$19.75","4.4"
"Irving","Heritage Center of Irving #552","Museum","$44.01","4.7"
"Amarillo","Victory Plaza of Amarillo #553","Park","$10.12","4.8"
"Grand Prairie","Discovery Gardens of Grand Prairie #554","Historical Site","$13.10","4.4"
"Brownsville","Liberty Monument of Brownsville #555","Theme Park","$44.30","4.5"
"McKinney","Frontier Preserve of McKinney #556","Landmark","$17.25","4.5"
"Frisco","Grand Hall of Frisco #557","Nature","$24.58","4.8"
"Pasadena","Heritage Center of Pasadena #558","Museum","$2.00","4.5"
"Mesquite","Victory Plaza of Mesquite #559","Park","$37.25","4.0"
"Austin","Discovery Gardens of Austin #560","Historical Site","$12.44","4.6"
"Houston","Liberty Monument of Houston #561","Theme Park","$32.04","4.9"
"Dallas","Frontier Preserve of Dallas #562","Landmark","$37.59","4.1"
"San Antonio","Grand Hall of San Antonio #563","Nature","$11.79","4.5"
"Fort Worth","Heritage Center of Fort Worth #564","Museum","$42.40","4.8"
"El Paso","Victory Plaza of El Paso #565","Park","$4.04","4.3"
"Arlington","Discovery Gardens of Arlington #566","Historical Site","$6.35","4.1"
"Corpus Christi","Liberty Monument of Corpus Christi #567","Theme Park","$31.90","4.2"
"Plano","Frontier Preserve of Plano #568","Landmark","$35.64","4.2"
"Laredo","Grand Hall of Laredo #569","Nature","$31.03","4.4"
"Lubbock","Heritage Center of Lubbock #570","Museum","$18.84","4.5"
"Garland","Victory Plaza of Garland #571","Park","$18.14","4.6"
"Irving","Discovery Gardens of Irving #572","Historical Site","$12.45","4.1"
"Amarillo","Liberty Monument of Amarillo #573","Theme Park","$19.10","4.0"
"Grand Prairie","Frontier Preserve of Grand Prairie #574","Landmark","$35.92","4.3"
"Brownsville","Grand Hall of Brownsville #575","Nature","$23.50","4.5"
"McKinney","Heritage Center of McKinney #576","Museum","$15.77","4.7"
"Frisco","Victory Plaza of Frisco #577","Park","$30.54","4.6"
"Pasadena","Discovery Gardens of Pasadena #578","Historical Site","$10.19","4.7"
"Mesquite","Liberty Monument of Mesquite #579","Theme Park","$35.09","4.4"
"Austin","Frontier Preserve of Austin #580","Landmark","$38.86","4.1"
"Houston","Grand Hall of Houston #581","Nature","$11.74","4.2"
"Dallas","Heritage Center of Dallas #582","Museum","$45.46","4.2"
"San Antonio","Victory Plaza of San Antonio #583","Park","$22.97","4.5"
"Fort Worth","Discovery Gardens of Fort Worth #584","Historical Site","$8.54","4.6"
"El Paso","Liberty Monument of El Paso #585","Theme Park","$36.57","4.3"
"Arlington","Frontier Preserve of Arlington #586","Landmark","$6.03","4.8"
"Corpus Christi","Grand Hall of Corpus Christi #587","Nature","$16.37","4.5"
"Plano","Heritage Center of Plano #588","Museum","$15.02","4.1"
"Laredo","Victory Plaza of Laredo #589","Park","$45.38","4.1"
"Lubbock","Discovery Gardens of Lubbock #590","Historical Site","$24.63","4.6"
"Garland","Liberty Monument of Garland #591","Theme Park","$42.12","4.8"
"Irving","Frontier Preserve of Irving #592","Landmark","$20.16","4.9"
"Amarillo","Grand Hall of Amarillo #593","Nature","$39.35","4.5"
"Grand Prairie","Heritage Center of Grand Prairie #594","Museum","$31.61","4.3"
"Brownsville","Victory Plaza of Brownsville #595","Park","$20.07","4.2"
"McKinney","Discovery Gardens of McKinney #596","Historical Site","$42.40","4.8"
"Frisco","Liberty Monument of Frisco #597","Theme Park","$40.20","4.5"
"Pasadena","Frontier Preserve of Pasadena #598","Landmark","$0.22","4.8"
"Mesquite","Grand Hall of Mesquite #599","Nature","$48.09","4.7"
"Austin","Heritage Center of Austin #600","Museum","$39.27","5.0"
"Houston","Victory Plaza of Houston #601","Park","$29.46","4.6"
"Dallas","Discovery Gardens of Dallas #602","Historical Site","$30.97","4.0"
"San Antonio","Liberty Monument of San Antonio #603","Theme Park","$43.99","4.3"
"Fort Worth","Frontier Preserve of Fort Worth #604","Landmark","$30.62","4.5"
"El Paso","Grand Hall of El Paso #605","Nature","$28.03","4.4"
"Arlington","Heritage Center of Arlington #606","Museum","$12.51","4.9"
"Corpus Christi","Victory Plaza of Corpus Christi #607","Park","$2.94","4.2"
"Plano","Discovery Gardens of Plano #608","Historical Site","$6.30","4.8"
"Laredo","Liberty Monument of Laredo #609","Theme Park","$19.53","4.4"
"Lubbock","Frontier Preserve of Lubbock #610","Landmark","$26.24","4.6"
"Garland","Grand Hall of Garland #611","Nature","$17.56","4.5"
"Irving","Heritage Center of Irving #612","Museum","$22.45","5.0"
"Amarillo","Victory Plaza of Amarillo #613","Park","$2.51","4.3"
"Grand Prairie","Discovery Gardens of Grand Prairie #614","Historical Site","$36.68","5.0"
"Brownsville","Liberty Monument of Brownsville #615","Theme Park","$38.07","4.6"
"McKinney","Frontier Preserve of McKinney #616","Landmark","$24.38","4.2"
"Frisco","Grand Hall of Frisco #617","Nature","$30.12","4.1"
"Pasadena","Heritage Center of Pasadena #618","Museum","$23.09","4.5"
"Mesquite","Victory Plaza of Mesquite #619","Park","$3.94","4.0"
"Austin","Discovery Gardens of Austin #620","Historical Site","$1.81","4.2"
"Houston","Liberty Monument of Houston #621","Theme Park","$43.04","4.7"
"Dallas","Frontier Preserve of Dallas #622","Landmark","$2.82","4.6"
"San Antonio","Grand Hall of San Antonio #623","Nature","$3.13","5.0"
"Fort Worth","Heritage Center of Fort Worth #624","Museum","$25.43","4.9"
"El Paso","Victory Plaza of El Paso #625","Park","$25.36","4.2"
"Arlington","Discovery Gardens of Arlington #626","Historical Site","$20.31","4.3"
"Corpus Christi","Liberty Monument of Corpus Christi #627","Theme Park","$37.63","4.9"
