"Origin","Destination","Airline","Flight_No","Price","Duration"
"ATL (Atlanta)","Amarillo","Delta","TX1373","$561.05","3.6h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1374","$372.10","2.8h"
"JFK (New York)","Brownsville","Southwest","TX1375","$640.77","2.5h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1376","$378.94","2.6h"
"ORD (Chicago)","Frisco","United","TX1377","$497.40","2.8h"
"ATL (Atlanta)","Pasadena","Delta","TX1378","$261.46","3.7h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1379","$165.79","3.9h"
"JFK (New York)","Austin","Southwest","TX1380","$429.62","4.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX1381","$303.51","4.8h"
"ORD (Chicago)","Dallas","United","TX1382","$621.61","3.7h"
"ATL (Atlanta)","San Antonio","Delta","TX1383","$572.95","4.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1384","$344.99","3.2h"
"JFK (New York)","El Paso","Southwest","TX1385","$311.28","4.9h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1386","$529.50","3.2h"
"ORD (Chicago)","Corpus Christi","United","TX1387","$376.81","2.1h"
"ATL (Atlanta)","Plano","Delta","TX1388","$598.68","2.8h"
"SFO (San Francisco)","Laredo","JetBlue","TX1389","$306.33","2.9h"
"JFK (New York)","Lubbock","Southwest","TX1390","$635.34","4.2h"
"LAX (Los Angeles)","Garland","American Airlines","TX1391","$515.80","4.8h"
"ORD (Chicago)","Irving","United","TX1392","$167.03","2.3h"
"ATL (Atlanta)","Amarillo","Delta","TX1393","$488.14","3.1h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1394","$416.89","4.8h"
"JFK (New York)","Brownsville","Southwest","TX1395","$398.45","2.6h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1396","$318.17","2.1h"
"ORD (Chicago)","Frisco","United","TX1397","$159.56","3.6h"
"ATL (Atlanta)","Pasadena","Delta","TX1398","$205.02","5.0h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1399","$341.47","3.9h"
"JFK (New York)","Austin","Southwest","TX1400","$518.93","4.3h"
"LAX (Los Angeles)","Houston","American Airlines","TX1401","$277.83","2.5h"
"ORD (Chicago)","Dallas","United","TX1402","$209.09","4.7h"
"ATL (Atlanta)","San Antonio","Delta","TX1403","$192.49","2.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1404","$416.95","3.3h"
"JFK (New York)","El Paso","Southwest","TX1405","$407.67","4.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1406","$576.54","4.9h"
"ORD (Chicago)","Corpus Christi","United","TX1407","$589.49","4.4h"
"ATL (Atlanta)","Plano","Delta","TX1408","$454.22","3.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX1409","$394.08","4.9h"
"JFK (New York)","Lubbock","Southwest","TX1410","$344.83","3.9h"
"LAX (Los Angeles)","Garland","American Airlines","TX1411","$459.40","2.5h"
"ORD (Chicago)","Irving","United","TX1412","$407.24","3.8h"
"ATL (Atlanta)","Amarillo","Delta","TX1413","$556.65","4.7h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1414","$380.68","3.5h"
"JFK (New York)","Brownsville","Southwest","TX1415","$473.01","2.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1416","$179.42","3.1h"
"ORD (Chicago)","Frisco","United","TX1417","$614.65","2.4h"
"ATL (Atlanta)","Pasadena","Delta","TX1418","$639.84","2.4h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1419","$431.10","2.9h"
"JFK (New York)","Austin","Southwest","TX1420","$464.79","4.1h"
"LAX (Los Angeles)","Houston","American Airlines","TX1421","$187.42","4.4h"
"ORD (Chicago)","Dallas","United","TX1422","$614.52","4.3h"
"ATL (Atlanta)","San Antonio","Delta","TX1423","$291.12","3.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1424","$558.32","4.9h"
"JFK (New York)","El Paso","Southwest","TX1425","$230.61","4.2h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1426","$280.53","2.8h"
"ORD (Chicago)","Corpus Christi","United","TX1427","$330.55","3.5h"
"ATL (Atlanta)","Plano","Delta","TX1428","$309.79","2.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX1429","$223.03","2.0h"
"JFK (New York)","Lubbock","Southwest","TX1430","$519.11","2.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX1431","$600.31","2.0h"
"ORD (Chicago)","Irving","United","TX1432","$213.06","4.4h"
"ATL (Atlanta)","Amarillo","Delta","TX1433","$298.04","3.1h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1434","$640.50","2.0h"
"JFK (New York)","Brownsville","Southwest","TX1435","$648.28","3.8h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1436","$439.46","4.0h"
"ORD (Chicago)","Frisco","United","TX1437","$235.82","4.4h"
"ATL (Atlanta)","Pasadena","Delta","TX1438","$635.85","2.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1439","$154.15","2.3h"
"JFK (New York)","Austin","Southwest","TX1440","$291.85","4.9h"
"LAX (Los Angeles)","Houston","American Airlines","TX1441","$211.25","3.1h"
"ORD (Chicago)","Dallas","United","TX1442","$225.62","3.0h"
"ATL (Atlanta)","San Antonio","Delta","TX1443","$400.99","3.9h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1444","$524.25","5.0h"
"JFK (New York)","El Paso","Southwest","TX1445","$352.37","3.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1446","$506.64","3.2h"
"ORD (Chicago)","Corpus Christi","United","TX1447","$421.04","3.0h"
"ATL (Atlanta)","Plano","Delta","TX1448","$509.22","3.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX1449","$377.11","4.9h"
"JFK (New York)","Lubbock","Southwest","TX1450","$480.96","2.4h"
"LAX (Los Angeles)","Garland","American Airlines","TX1451","$562.66","2.6h"
"ORD (Chicago)","Irving","United","TX1452","$628.01","2.8h"
"ATL (Atlanta)","Amarillo","Delta","TX1453","$486.11","4.0h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1454","$277.58","2.2h"
"JFK (New York)","Brownsville","Southwest","TX1455","$382.66","3.8h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1456","$339.74","4.7h"
"ORD (Chicago)","Frisco","United","TX1457","$407.33","3.6h"
"ATL (Atlanta)","Pasadena","Delta","TX1458","$232.74","2.4h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1459","$595.87","2.3h"
"JFK (New York)","Austin","Southwest","TX1460","$198.56","4.4h"
"LAX (Los Angeles)","Houston","American Airlines","TX1461","$285.31","4.2h"
"ORD (Chicago)","Dallas","United","TX1462","$621.19","2.1h"
"ATL (Atlanta)","San Antonio","Delta","TX1463","$616.54","4.2h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1464","$397.13","4.7h"
"JFK (New York)","El Paso","Southwest","TX1465","$308.20","3.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1466","$377.50","4.2h"
"ORD (Chicago)","Corpus Christi","United","TX1467","$193.90","2.4h"
"ATL (Atlanta)","Plano","Delta","TX1468","$208.68","2.3h"
"SFO (San Francisco)","Laredo","JetBlue","TX1469","$389.42","4.1h"
"JFK (New York)","Lubbock","Southwest","TX1470","$414.69","4.1h"
"LAX (Los Angeles)","Garland","American Airlines","TX1471","$598.85","4.6h"
"ORD (Chicago)","Irving","United","TX1472","$439.46","4.3h"
"ATL (Atlanta)","Amarillo","Delta","TX1473","$575.88","2.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1474","$442.32","4.2h"
"JFK (New York)","Brownsville","Southwest","TX1475","$556.14","5.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1476","$367.71","3.8h"
"ORD (Chicago)","Frisco","United","TX1477","$625.21","4.3h"
"ATL (Atlanta)","Pasadena","Delta","TX1478","$243.34","4.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1479","$173.91","4.5h"
"JFK (New York)","Austin","Southwest","TX1480","$450.14","5.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX1481","$299.31","2.4h"
"ORD (Chicago)","Dallas","United","TX1482","$410.06","3.9h"
"ATL (Atlanta)","San Antonio","Delta","TX1483","$416.21","3.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1484","$302.03","4.4h"
"JFK (New York)","El Paso","Southwest","TX1485","$370.51","4.1h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1486","$296.26","4.8h"
"ORD (Chicago)","Corpus Christi","United","TX1487","$349.09","3.1h"
"ATL (Atlanta)","Plano","Delta","TX1488","$582.11","3.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX1489","$197.12","3.1h"
"JFK (New York)","Lubbock","Southwest","TX1490","$165.12","2.0h"
"LAX (Los Angeles)","Garland","American Airlines","TX1491","$311.33","3.0h"
"ORD (Chicago)","Irving","United","TX1492","$501.39","3.2h"
"ATL (Atlanta)","Amarillo","Delta","TX1493","$492.13","4.4h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1494","$497.51","5.0h"
"JFK (New York)","Brownsville","Southwest","TX1495","$155.07","4.9h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1496","$308.54","3.8h"
"ORD (Chicago)","Frisco","United","TX1497","$334.04","3.7h"
"ATL (Atlanta)","Pasadena","Delta","TX1498","$158.56","3.5h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1499","$505.01","2.8h"
"JFK (New York)","Austin","Southwest","TX1500","$553.80","4.4h"
"LAX (Los Angeles)","Houston","American Airlines","TX1501","$291.54","2.8h"
"ORD (Chicago)","Dallas","United","TX1502","$611.41","2.8h"
"ATL (Atlanta)","San Antonio","Delta","TX1503","$486.65","4.5h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1504","$397.74","2.3h"
"JFK (New York)","El Paso","Southwest","TX1505","$572.50","4.0h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1506","$418.92","2.2h"
"ORD (Chicago)","Corpus Christi","United","TX1507","$539.73","4.8h"
"ATL (Atlanta)","Plano","Delta","TX1508","$171.01","3.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX1509","$643.67","4.0h"
"JFK (New York)","Lubbock","Southwest","TX1510","$494.47","4.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX1511","$617.73","2.2h"
"ORD (Chicago)","Irving","United","TX1512","$246.83","2.9h"
"ATL (Atlanta)","Amarillo","Delta","TX1513","$541.52","3.7h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1514","$238.32","2.3h"
"JFK (New York)","Brownsville","Southwest","TX1515","$515.53","3.2h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1516","$204.83","3.4h"
"ORD (Chicago)","Frisco","United","TX1517","$576.05","2.7h"
"ATL (Atlanta)","Pasadena","Delta","TX1518","$192.08","3.6h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1519","$480.38","2.7h"
"JFK (New York)","Austin","Southwest","TX1520","$468.56","3.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX1521","$183.64","3.6h"
"ORD (Chicago)","Dallas","United","TX1522","$576.81","4.7h"
"ATL (Atlanta)","San Antonio","Delta","TX1523","$644.43","4.0h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1524","$452.88","2.4h"
"JFK (New York)","El Paso","Southwest","TX1525","$240.54","4.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1526","$578.86","3.6h"
"ORD (Chicago)","Corpus Christi","United","TX1527","$186.31","4.9h"
"ATL (Atlanta)","Plano","Delta","TX1528","$605.99","2.7h"
"SFO (San Francisco)","Laredo","JetBlue","TX1529","$625.35","4.4h"
"JFK (New York)","Lubbock","Southwest","TX1530","$410.58","3.9h"
"LAX (Los Angeles)","Garland","American Airlines","TX1531","$434.97","3.2h"
"ORD (Chicago)","Irving","United","TX1532","$427.59","2.9h"
"ATL (Atlanta)","Amarillo","Delta","TX1533","$558.69","3.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1534","$504.55","2.1h"
"JFK (New York)","Brownsville","Southwest","TX1535","$484.30","2.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1536","$495.18","2.8h"
"ORD (Chicago)","Frisco","United","TX1537","$519.62","3.7h"
"ATL (Atlanta)","Pasadena","Delta","TX1538","$210.24","4.3h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1539","$335.20","3.9h"
"JFK (New York)","Austin","Southwest","TX1540","$164.28","2.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX1541","$572.92","3.7h"
"ORD (Chicago)","Dallas","United","TX1542","$258.35","4.7h"
"ATL (Atlanta)","San Antonio","Delta","TX1543","$152.46","3.4h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1544","$597.64","4.5h"
"JFK (New York)","El Paso","Southwest","TX1545","$616.10","2.3h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1546","$438.72","4.8h"
"ORD (Chicago)","Corpus Christi","United","TX1547","$226.01","2.9h"
"ATL (Atlanta)","Plano","Delta","TX1548","$529.95","4.0h"
"SFO (San Francisco)","Laredo","JetBlue","TX1549","$604.39","2.5h"
"JFK (New York)","Lubbock","Southwest","TX1550","$313.48","4.7h"
"LAX (Los Angeles)","Garland","American Airlines","TX1551","$532.48","3.5h"
"ORD (Chicago)","Irving","United","TX1552","$504.37","2.5h"
"ATL (Atlanta)","Amarillo","Delta","TX1553","$246.65","2.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1554","$313.91","3.2h"
"JFK (New York)","Brownsville","Southwest","TX1555","$390.09","3.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1556","$400.85","4.6h"
"ORD (Chicago)","Frisco","United","TX1557","$481.99","2.9h"
"ATL (Atlanta)","Pasadena","Delta","TX1558","$608.62","3.8h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1559","$507.07","2.3h"
"JFK (New York)","Austin","Southwest","TX1560","$227.20","3.9h"
"LAX (Los Angeles)","Houston","American Airlines","TX1561","$505.30","3.9h"
"ORD (Chicago)","Dallas","United","TX1562","$497.17","2.7h"
"ATL (Atlanta)","San Antonio","Delta","TX1563","$166.99","2.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1564","$211.88","5.0h"
"JFK (New York)","El Paso","Southwest","TX1565","$570.15","3.1h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1566","$589.20","2.0h"
"ORD (Chicago)","Corpus Christi","United","TX1567","$627.25","4.3h"
"ATL (Atlanta)","Plano","Delta","TX1568","$563.37","3.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX1569","$331.54","2.7h"
"JFK (New York)","Lubbock","Southwest","TX1570","$205.88","2.9h"
"LAX (Los Angeles)","Garland","American Airlines","TX1571","$609.15","4.6h"
"ORD (Chicago)","Irving","United","TX1572","$159.16","5.0h"
"ATL (Atlanta)","Amarillo","Delta","TX1573","$562.43","2.7h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1574","$186.58","3.1h"
"JFK (New York)","Brownsville","Southwest","TX1575","$199.67","2.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1576","$284.42","3.5h"
"ORD (Chicago)","Frisco","United","TX1577","$197.17","4.6h"
"ATL (Atlanta)","Pasadena","Delta","TX1578","$451.17","3.7h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1579","$627.54","5.0h"
"JFK (New York)","Austin","Southwest","TX1580","$194.22","3.6h"
"LAX (Los Angeles)","Houston","American Airlines","TX1581","$305.16","3.1h"
"ORD (Chicago)","Dallas","United","TX1582","$632.02","4.0h"
"ATL (Atlanta)","San Antonio","Delta","TX1583","$253.31","4.9h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1584","$433.10","4.1h"
"JFK (New York)","El Paso","Southwest","TX1585","$211.47","4.0h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1586","$315.28","4.6h"
"ORD (Chicago)","Corpus Christi","United","TX1587","$482.75","2.6h"
"ATL (Atlanta)","Plano","Delta","TX1588","$206.30","4.5h"
"SFO (San Francisco)","Laredo","JetBlue","TX1589","$198.15","4.9h"
"JFK (New York)","Lubbock","Southwest","TX1590","$342.78","3.4h"
"LAX (Los Angeles)","Garland","American Airlines","TX1591","$353.07","3.3h"
"ORD (Chicago)","Irving","United","TX1592","$483.42","2.5h"
"ATL (Atlanta)","Amarillo","Delta","TX1593","$253.66","2.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1594","$384.19","4.5h"
"JFK (New York)","Brownsville","Southwest","TX1595","$151.27","3.8h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1596","$437.87","3.7h"
"ORD (Chicago)","Frisco","United","TX1597","$305.94","3.2h"
"ATL (Atlanta)","Pasadena","Delta","TX1598","$606.18","3.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1599","$481.93","3.6h"
"JFK (New York)","Austin","Southwest","TX1600","$422.17","3.4h"
"LAX (Los Angeles)","Houston","American Airlines","TX1601","$301.66","4.7h"
"ORD (Chicago)","Dallas","United","TX1602","$379.06","4.2h"
"ATL (Atlanta)","San Antonio","Delta","TX1603","$295.40","4.7h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1604","$425.08","3.3h"
"JFK (New York)","El Paso","Southwest","TX1605","$322.61","3.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1606","$169.73","3.0h"
"ORD (Chicago)","Corpus Christi","United","TX1607","$487.81","4.9h"
"ATL (Atlanta)","Plano","Delta","TX1608","$623.65","4.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX1609","$395.52","3.0h"
"JFK (New York)","Lubbock","Southwest","TX1610","$372.49","3.6h"
"LAX (Los Angeles)","Garland","American Airlines","TX1611","$231.06","2.3h"
"ORD (Chicago)","Irving","United","TX1612","$315.40","2.8h"
"ATL (Atlanta)","Amarillo","Delta","TX1613","$622.53","2.8h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1614","$567.35","4.1h"
"JFK (New York)","Brownsville","Southwest","TX1615","$542.80","3.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1616","$364.12","2.1h"
"ORD (Chicago)","Frisco","United","TX1617","$402.75","4.6h"
"ATL (Atlanta)","Pasadena","Delta","TX1618","$451.54","4.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1619","$325.98","2.1h"
"JFK (New York)","Austin","Southwest","TX1620","$476.24","4.2h"
"LAX (Los Angeles)","Houston","American Airlines","TX1621","$296.86","3.9h"
"ORD (Chicago)","Dallas","United","TX1622","$170.89","2.5h"
"ATL (Atlanta)","San Antonio","Delta","TX1623","$250.84","4.4h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1624","$467.01","2.8h"
"JFK (New York)","El Paso","Southwest","TX1625","$219.85","4.2h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1626","$370.91","3.7h"
"ORD (Chicago)","Corpus Christi","United","TX1627","$289.58","3.6h"
"ATL (Atlanta)","Plano","Delta","TX1628","$627.75","2.3h"
"SFO (San Francisco)","Laredo","JetBlue","TX1629","$579.99","2.2h"
"JFK (New York)","Lubbock","Southwest","TX1630","$228.30","2.6h"
"LAX (Los Angeles)","Garland","American Airlines","TX1631","$403.70","3.4h"
"ORD (Chicago)","Irving","United","TX1632","$588.06","2.6h"
"ATL (Atlanta)","Amarillo","Delta","TX1633","$230.78","2.6h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1634","$618.51","3.7h"
"JFK (New York)","Brownsville","Southwest","TX1635","$187.54","3.7h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1636","$638.27","3.1h"
"ORD (Chicago)","Frisco","United","TX1637","$356.70","4.9h"
"ATL (Atlanta)","Pasadena","Delta","TX1638","$479.69","3.8h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1639","$480.91","3.1h"
"JFK (New York)","Austin","Southwest","TX1640","$314.54","5.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX1641","$289.94","3.5h"
"ORD (Chicago)","Dallas","United","TX1642","$182.19","3.1h"
"ATL (Atlanta)","San Antonio","Delta","TX1643","$427.35","2.2h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1644","$391.90","5.0h"
"JFK (New York)","El Paso","Southwest","TX1645","$341.94","4.2h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1646","$189.33","2.3h"
"ORD (Chicago)","Corpus Christi","United","TX1647","$520.26","3.7h"
"ATL (Atlanta)","Plano","Delta","TX1648","$578.89","2.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX1649","$627.28","2.4h"
"JFK (New York)","Lubbock","Southwest","TX1650","$634.39","2.1h"
"LAX (Los Angeles)","Garland","American Airlines","TX1651","$252.42","2.8h"
"ORD (Chicago)","Irving","United","TX1652","$232.18","4.6h"
"ATL (Atlanta)","Amarillo","Delta","TX1653","$552.20","2.1h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX1654","$349.75","4.4h"
"JFK (New York)","Brownsville","Southwest","TX1655","$344.36","2.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX1656","$163.48","4.0h"
"ORD (Chicago)","Frisco","United","TX1657","$290.02","3.2h"
"ATL (Atlanta)","Pasadena","Delta","TX1658","$456.24","3.3h"
"SFO (San Francisco)","Mesquite","JetBlue","TX1659","$603.86","4.0h"
"JFK (New York)","Austin","Southwest","TX1660","$277.37","2.6h"
"LAX (Los Angeles)","Houston","American Airlines","TX1661","$258.78","4.5h"
"ORD (Chicago)","Dallas","United","TX1662","$281.86","2.9h"
"ATL (Atlanta)","San Antonio","Delta","TX1663","$559.77","2.7h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX1664","$604.87","4.5h"
"JFK (New York)","El Paso","Southwest","TX1665","$453.88","3.7h"
"LAX (Los Angeles)","Arlington","American Airlines","TX1666","$481.80","2.1h"
"ORD (Chicago)","Corpus Christi","United","TX1667","$326.69","2.6h"
"ATL (Atlanta)","Plano","Delta","TX1668","$436.83","2.5h"
"SFO (San Francisco)","Laredo","JetBlue","TX1669","$494.15","3.7h"
"JFK (New York)","Lubbock","Southwest","TX1670","$476.10","2.2h"
