"City","Name","Category","Rate","Amenities"
"Lubbock","Saddle Lodge Lubbock #350","Boutique","$267/night","Spa, Bar"
"Garland","River Manor Garland #351","Ranch","$147/night","Parking, Pets"
"Irving","Star Courtyard Irving #352","Suites","$390/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #353","Inn","$271/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #354","Luxury","$258/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #355","Budget","$409/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #356","Boutique","$391/night","Pool, WiFi"
"Frisco","River Manor Frisco #357","Ranch","$445/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #358","Suites","$372/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #359","Inn","$222/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #360","Luxury","$178/night","Pool, WiFi"
"Houston","Cactus Resort Houston #361","Budget","$385/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #362","Boutique","$136/night","Spa, Bar"
"San Antonio","River Manor San Antonio #363","Ranch","$377/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #364","Suites","$71/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #365","Inn","$152/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #366","Luxury","$108/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #367","Budget","$248/night","Parking, Pets"
"Plano","Saddle Lodge Plano #368","Boutique","$365/night","Pool, WiFi"
"Laredo","River Manor Laredo #369","Ranch","$371/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #370","Suites","$266/night","Spa, Bar"
"Garland","Crest Suites Garland #371","Inn","$342/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #372","Luxury","$324/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #373","Budget","$190/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #374","Boutique","$128/night","Spa, Bar"
"Brownsville","River Manor Brownsville #375","Ranch","$247/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #376","Suites","$185/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #377","Inn","$224/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #378","Luxury","$463/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #379","Budget","$205/night","Parking, Pets"
"Austin","Saddle Lodge Austin #380","Boutique","$380/night","Pool, WiFi"
"Houston","River Manor Houston #381","Ranch","$296/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #382","Suites","$443/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #383","Inn","$249/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #384","Luxury","$460/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #385","Budget","$121/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #386","Boutique","$411/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #387","Ranch","$373/night","Parking, Pets"
"Plano","Star Courtyard Plano #388","Suites","$227/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #389","Inn","$167/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #390","Luxury","$425/night","Spa, Bar"
"Garland","Cactus Resort Garland #391","Budget","$401/night","Parking, Pets"
"Irving","Saddle Lodge Irving #392","Boutique","$156/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #393","Ranch","$130/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #394","Suites","$327/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #395","Inn","$85/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #396","Luxury","$298/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #397","Budget","$449/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #398","Boutique","$453/night","Spa, Bar"
"Mesquite","River Manor Mesquite #399","Ranch","$427/night","Parking, Pets"
"Austin","Star Courtyard Austin #400","Suites","$326/night","Pool, WiFi"
"Houston","Crest Suites Houston #401","Inn","$247/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #402","Luxury","$433/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #403","Budget","$85/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #404","Boutique","$423/night","Pool, WiFi"
"El Paso","River Manor El Paso #405","Ranch","$235/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #406","Suites","$316/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #407","Inn","$388/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #408","Luxury","$253/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #409","Budget","$248/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #410","Boutique","$203/night","Spa, Bar"
"Garland","River Manor Garland #411","Ranch","$84/night","Parking, Pets"
"Irving","Star Courtyard Irving #412","Suites","$251/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #413","Inn","$195/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #414","Luxury","$285/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #415","Budget","$109/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #416","Boutique","$336/night","Pool, WiFi"
"Frisco","River Manor Frisco #417","Ranch","$104/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #418","Suites","$141/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #419","Inn","$349/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #420","Luxury","$129/night","Pool, WiFi"
"Houston","Cactus Resort Houston #421","Budget","$296/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #422","Boutique","$164/night","Spa, Bar"
"San Antonio","River Manor San Antonio #423","Ranch","$360/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #424","Suites","$163/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #425","Inn","$85/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #426","Luxury","$399/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #427","Budget","$271/night","Parking, Pets"
"Plano","Saddle Lodge Plano #428","Boutique","$317/night","Pool, WiFi"
"Laredo","River Manor Laredo #429","Ranch","$146/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #430","Suites","$148/night","Spa, Bar"
"Garland","Crest Suites Garland #431","Inn","$297/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #432","Luxury","$468/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #433","Budget","$311/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #434","Boutique","$332/night","Spa, Bar"
"Brownsville","River Manor Brownsville #435","Ranch","$373/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #436","Suites","$306/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #437","Inn","$177/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #438","Luxury","$86/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #439","Budget","$332/night","Parking, Pets"
"Austin","Saddle Lodge Austin #440","Boutique","$76/night","Pool, WiFi"
"Houston","River Manor Houston #441","Ranch","$112/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #442","Suites","$412/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #443","Inn","$435/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #444","Luxury","$248/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #445","Budget","$71/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #446","Boutique","$194/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #447","Ranch","$264/night","Parking, Pets"
"Plano","Star Courtyard Plano #448","Suites","$437/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #449","Inn","$131/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #450","Luxury","$289/night","Spa, Bar"
"Garland","Cactus Resort Garland #451","Budget","$316/night","Parking, Pets"
"Irving","Saddle Lodge Irving #452","Boutique","$114/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #453","Ranch","$373/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #454","Suites","$119/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #455","Inn","$85/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #456","Luxury","$441/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #457","Budget","$104/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #458","Boutique","$357/night","Spa, Bar"
"Mesquite","River Manor Mesquite #459","Ranch","$248/night","Parking, Pets"
"Austin","Star Courtyard Austin #460","Suites","$340/night","Pool, WiFi"
"Houston","Crest Suites Houston #461","Inn","$189/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #462","Luxury","$294/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #463","Budget","$399/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #464","Boutique","$469/night","Pool, WiFi"
"El Paso","River Manor El Paso #465","Ranch","$461/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #466","Suites","$392/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #467","Inn","$170/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #468","Luxury","$258/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #469","Budget","$450/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #470","Boutique","$130/night","Spa, Bar"
"Garland","River Manor Garland #471","Ranch","$374/night","Parking, Pets"
"Irving","Star Courtyard Irving #472","Suites","$287/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #473","Inn","$335/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #474","Luxury","$333/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #475","Budget","$180/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #476","Boutique","$417/night","Pool, WiFi"
"Frisco","River Manor Frisco #477","Ranch","$268/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #478","Suites","$344/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #479","Inn","$335/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #480","Luxury","$150/night","Pool, WiFi"
"Houston","Cactus Resort Houston #481","Budget","$396/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #482","Boutique","$270/night","Spa, Bar"
"San Antonio","River Manor San Antonio #483","Ranch","$319/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #484","Suites","$100/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #485","Inn","$106/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #486","Luxury","$389/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #487","Budget","$97/night","Parking, Pets"
"Plano","Saddle Lodge Plano #488","Boutique","$371/night","Pool, WiFi"
"Laredo","River Manor Laredo #489","Ranch","$395/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #490","Suites","$378/night","Spa, Bar"
"Garland","Crest Suites Garland #491","Inn","$387/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #492","Luxury","$161/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #493","Budget","$230/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #494","Boutique","$75/night","Spa, Bar"
"Brownsville","River Manor Brownsville #495","Ranch","$398/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #496","Suites","$456/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #497","Inn","$177/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #498","Luxury","$407/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #499","Budget","$105/night","Parking, Pets"
"Austin","Saddle Lodge Austin #500","Boutique","$404/night","Pool, WiFi"
"Houston","River Manor Houston #501","Ranch","$298/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #502","Suites","$398/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #503","Inn","$449/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #504","Luxury","$125/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #505","Budget","$295/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #506","Boutique","$165/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #507","Ranch","$347/night","Parking, Pets"
"Plano","Star Courtyard Plano #508","Suites","$196/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #509","Inn","$380/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #510","Luxury","$282/night","Spa, Bar"
"Garland","Cactus Resort Garland #511","Budget","$381/night","Parking, Pets"
"Irving","Saddle Lodge Irving #512","Boutique","$168/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #513","Ranch","$329/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #514","Suites","$240/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #515","Inn","$282/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #516","Luxury","$86/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #517","Budget","$125/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #518","Boutique","$461/night","Spa, Bar"
"Mesquite","River Manor Mesquite #519","Ranch","$442/night","Parking, Pets"
"Austin","Star Courtyard Austin #520","Suites","$113/night","Pool, WiFi"
"Houston","Crest Suites Houston #521","Inn","$395/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #522","Luxury","$439/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #523","Budget","$320/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #524","Boutique","$317/night","Pool, WiFi"
"El Paso","River Manor El Paso #525","Ranch","$108/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #526","Suites","$329/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #527","Inn","$298/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #528","Luxury","$332/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #529","Budget","$175/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #530","Boutique","$157/night","Spa, Bar"
"Garland","River Manor Garland #531","Ranch","$199/night","Parking, Pets"
"Irving","Star Courtyard Irving #532","Suites","$127/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #533","Inn","$356/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #534","Luxury","$345/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #535","Budget","$365/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #536","Boutique","$316/night","Pool, WiFi"
"Frisco","River Manor Frisco #537","Ranch","$252/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #538","Suites","$378/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #539","Inn","$219/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #540","Luxury","$276/night","Pool, WiFi"
"Houston","Cactus Resort Houston #541","Budget","$335/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #542","Boutique","$113/night","Spa, Bar"
"San Antonio","River Manor San Antonio #543","Ranch","$152/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #544","Suites","$320/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #545","Inn","$354/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #546","Luxury","$332/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #547","Budget","$136/night","Parking, Pets"
"Plano","Saddle Lodge Plano #548","Boutique","$464/night","Pool, WiFi"
"Laredo","River Manor Laredo #549","Ranch","$220/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #550","Suites","$288/night","Spa, Bar"
"Garland","Crest Suites Garland #551","Inn","$455/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #552","Luxury","$334/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #553","Budget","$281/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #554","Boutique","$281/night","Spa, Bar"
"Brownsville","River Manor Brownsville #555","Ranch","$334/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #556","Suites","$111/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #557","Inn","$353/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #558","Luxury","$172/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #559","Budget","$159/night","Parking, Pets"
"Austin","Saddle Lodge Austin #560","Boutique","$259/night","Pool, WiFi"
"Houston","River Manor Houston #561","Ranch","$470/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #562","Suites","$430/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #563","Inn","$228/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #564","Luxury","$112/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #565","Budget","$83/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #566","Boutique","$73/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #567","Ranch","$458/night","Parking, Pets"
"Plano","Star Courtyard Plano #568","Suites","$345/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #569","Inn","$300/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #570","Luxury","$168/night","Spa, Bar"
"Garland","Cactus Resort Garland #571","Budget","$86/night","Parking, Pets"
"Irving","Saddle Lodge Irving #572","Boutique","$339/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #573","Ranch","$100/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #574","Suites","$79/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #575","Inn","$269/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #576","Luxury","$78/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #577","Budget","$266/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #578","Boutique","$194/night","Spa, Bar"
"Mesquite","River Manor Mesquite #579","Ranch","$187/night","Parking, Pets"
"Austin","Star Courtyard Austin #580","Suites","$137/night","Pool, WiFi"
"Houston","Crest Suites Houston #581","Inn","$457/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #582","Luxury","$210/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #583","Budget","$359/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #584","Boutique","$271/night","Pool, WiFi"
"El Paso","River Manor El Paso #585","Ranch","$403/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #586","Suites","$219/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #587","Inn","$367/night","Parking, Pets"
