"City","Name","Category","Price","Rating"
"San Antonio","Yellow Rose Taqueria of San Antonio #363","Seafood","$$$$","4.0"
"Fort Worth","Alamo Smokehouse of Fort Worth #364","Southern","$","4.4"
"El Paso","Pecos Table of El Paso #365","Bistro","$$","3.7"
"Arlington","Lone Star Pit of Arlington #366","BBQ","$$$","3.7"
"Corpus Christi","Big Tex Grill of Corpus Christi #367","Tex-Mex","$$$$","3.5"
"Plano","Blue Bonnet Kitchen of Plano #368","Steakhouse","$","4.1"
"Laredo","Yellow Rose Taqueria of Laredo #369","Seafood","$$","3.6"
"Lubbock","Alamo Smokehouse of Lubbock #370","Southern","$$$","4.0"
"Garland","Pecos Table of Garland #371","Bistro","$$$$","3.7"
"Irving","Lone Star Pit of Irving #372","BBQ","$","3.7"
"Amarillo","Big Tex Grill of Amarillo #373","Tex-Mex","$$","4.6"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #374","Steakhouse","$$$","4.9"
"Brownsville","Yellow Rose Taqueria of Brownsville #375","Seafood","$$$$","4.8"
"McKinney","Alamo Smokehouse of McKinney #376","Southern","$","3.6"
"Frisco","Pecos Table of Frisco #377","Bistro","$$","3.8"
"Pasadena","Lone Star Pit of Pasadena #378","BBQ","$$$","4.8"
"Mesquite","Big Tex Grill of Mesquite #379","Tex-Mex","$$$$","4.3"
"Austin","Blue Bonnet Kitchen of Austin #380","Steakhouse","$","4.9"
"Houston","Yellow Rose Taqueria of Houston #381","Seafood","$$","4.8"
"Dallas","Alamo Smokehouse of Dallas #382","Southern","$$$","4.3"
"San Antonio","Pecos Table of San Antonio #383","Bistro","$$$$","4.4"
"Fort Worth","Lone Star Pit of Fort Worth #384","BBQ","$","5.0"
"El Paso","Big Tex Grill of El Paso #385","Tex-Mex","$$","3.5"
"Arlington","Blue Bonnet Kitchen of Arlington #386","Steakhouse","$$$","3.9"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #387","Seafood","$$$$","3.6"
"Plano","Alamo Smokehouse of Plano #388","Southern","$","4.5"
"Laredo","Pecos Table of Laredo #389","Bistro","$$","4.3"
"Lubbock","Lone Star Pit of Lubbock #390","BBQ","$$$","4.5"
"Garland","Big Tex Grill of Garland #391","Tex-Mex","$$$$","4.0"
"Irving","Blue Bonnet Kitchen of Irving #392","Steakhouse","$","4.9"
"Amarillo","Yellow Rose Taqueria of Amarillo #393","Seafood","$$","4.6"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #394","Southern","$$$","4.5"
"Brownsville","Pecos Table of Brownsville #395","Bistro","$$$$","4.4"
"McKinney","Lone Star Pit of McKinney #396","BBQ","$","4.0"
"Frisco","Big Tex Grill of Frisco #397","Tex-Mex","$$","4.7"
"Pasadena","Blue Bonnet Kitchen of Pasadena #398","Steakhouse","$$$","4.4"
"Mesquite","Yellow Rose Taqueria of Mesquite #399","Seafood","$$$$","4.2"
"Austin","Alamo Smokehouse of Austin #400","Southern","$","4.9"
"Houston","Pecos Table of Houston #401","Bistro","$$","4.9"
"Dallas","Lone Star Pit of Dallas #402","BBQ","$$$","3.6"
"San Antonio","Big Tex Grill of San Antonio #403","Tex-Mex","$$$$","4.9"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #404","Steakhouse","$","4.4"
"El Paso","Yellow Rose Taqueria of El Paso #405","Seafood","$$","3.7"
"Arlington","Alamo Smokehouse of Arlington #406","Southern","$$$","4.5"
"Corpus Christi","Pecos Table of Corpus Christi #407","Bistro","$$$$","3.9"
"Plano","Lone Star Pit of Plano #408","BBQ","$","4.4"
"Laredo","Big Tex Grill of Laredo #409","Tex-Mex","$$","3.8"
"Lubbock","Blue Bonnet Kitchen of Lubbock #410","Steakhouse","$$$","3.9"
"Garland","Yellow Rose Taqueria of Garland #411","Seafood","$$$$","3.7"
"Irving","Alamo Smokehouse of Irving #412","Southern","$","3.7"
"Amarillo","Pecos Table of Amarillo #413","Bistro","$$","4.2"
"Grand Prairie","Lone Star Pit of Grand Prairie #414","BBQ","$$$","4.3"
"Brownsville","Big Tex Grill of Brownsville #415","Tex-Mex","$$$$","3.5"
"McKinney","Blue Bonnet Kitchen of McKinney #416","Steakhouse","$","3.5"
"Frisco","Yellow Rose Taqueria of Frisco #417","Seafood","$$","4.8"
"Pasadena","Alamo Smokehouse of Pasadena #418","Southern","$$$","4.7"
"Mesquite","Pecos Table of Mesquite #419","Bistro","$$$$","4.0"
"Austin","Lone Star Pit of Austin #420","BBQ","$","3.8"
"Houston","Big Tex Grill of Houston #421","Tex-Mex","$$","4.6"
"Dallas","Blue Bonnet Kitchen of Dallas #422","Steakhouse","$$$","4.1"
"San Antonio","Yellow Rose Taqueria of San Antonio #423","Seafood","$$$$","4.6"
"Fort Worth","Alamo Smokehouse of Fort Worth #424","Southern","$","4.1"
"El Paso","Pecos Table of El Paso #425","Bistro","$$","4.5"
"Arlington","Lone Star Pit of Arlington #426","BBQ","$$$","3.5"
"Corpus Christi","Big Tex Grill of Corpus Christi #427","Tex-Mex","$$$$","4.8"
"Plano","Blue Bonnet Kitchen of Plano #428","Steakhouse","$","4.7"
"Laredo","Yellow Rose Taqueria of Laredo #429","Seafood","$$","3.9"
"Lubbock","Alamo Smokehouse of Lubbock #430","Southern","$$$","4.3"
"Garland","Pecos Table of Garland #431","Bistro","$$$$","3.8"
"Irving","Lone Star Pit of Irving #432","BBQ","$","4.2"
"Amarillo","Big Tex Grill of Amarillo #433","Tex-Mex","$$","4.5"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #434","Steakhouse","$$$","3.8"
"Brownsville","Yellow Rose Taqueria of Brownsville #435","Seafood","$$$$","4.7"
"McKinney","Alamo Smokehouse of McKinney #436","Southern","$","4.8"
"Frisco","Pecos Table of Frisco #437","Bistro","$$","3.9"
"Pasadena","Lone Star Pit of Pasadena #438","BBQ","$$$","3.7"
"Mesquite","Big Tex Grill of Mesquite #439","Tex-Mex","$$$$","4.0"
"Austin","Blue Bonnet Kitchen of Austin #440","Steakhouse","$","3.8"
"Houston","Yellow Rose Taqueria of Houston #441","Seafood","$$","4.4"
"Dallas","Alamo Smokehouse of Dallas #442","Southern","$$$","4.7"
"San Antonio","Pecos Table of San Antonio #443","Bistro","$$$$","4.5"
"Fort Worth","Lone Star Pit of Fort Worth #444","BBQ","$","4.8"
"El Paso","Big Tex Grill of El Paso #445","Tex-Mex","$$","4.8"
"Arlington","Blue Bonnet Kitchen of Arlington #446","Steakhouse","$$$","4.7"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #447","Seafood","$$$$","4.0"
"Plano","Alamo Smokehouse of Plano #448","Southern","$","4.5"
"Laredo","Pecos Table of Laredo #449","Bistro","$$","4.2"
"Lubbock","Lone Star Pit of Lubbock #450","BBQ","$$$","3.9"
"Garland","Big Tex Grill of Garland #451","Tex-Mex","$$$$","3.7"
"Irving","Blue Bonnet Kitchen of Irving #452","Steakhouse","$","3.5"
"Amarillo","Yellow Rose Taqueria of Amarillo #453","Seafood","$$","4.9"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #454","Southern","$$$","4.1"
"Brownsville","Pecos Table of Brownsville #455","Bistro","$$$$","4.3"
"McKinney","Lone Star Pit of McKinney #456","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #457","Tex-Mex","$$","4.1"
"Pasadena","Blue Bonnet Kitchen of Pasadena #458","Steakhouse","$$$","3.8"
"Mesquite","Yellow Rose Taqueria of Mesquite #459","Seafood","$$$$","3.7"
"Austin","Alamo Smokehouse of Austin #460","Southern","$","3.6"
"Houston","Pecos Table of Houston #461","Bistro","$$","5.0"
"Dallas","Lone Star Pit of Dallas #462","BBQ","$$$","4.3"
"San Antonio","Big Tex Grill of San Antonio #463","Tex-Mex","$$$$","4.7"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #464","Steakhouse","$","4.3"
"El Paso","Yellow Rose Taqueria of El Paso #465","Seafood","$$","4.4"
"Arlington","Alamo Smokehouse of Arlington #466","Southern","$$$","3.6"
"Corpus Christi","Pecos Table of Corpus Christi #467","Bistro","$$$$","4.5"
"Plano","Lone Star Pit of Plano #468","BBQ","$","5.0"
"Laredo","Big Tex Grill of Laredo #469","Tex-Mex","$$","4.1"
"Lubbock","Blue Bonnet Kitchen of Lubbock #470","Steakhouse","$$$","3.8"
"Garland","Yellow Rose Taqueria of Garland #471","Seafood","$$$$","4.8"
"Irving","Alamo Smokehouse of Irving #472","Southern","$","4.0"
"Amarillo","Pecos Table of Amarillo #473","Bistro","$$","3.9"
"Grand Prairie","Lone Star Pit of Grand Prairie #474","BBQ","$$$","4.7"
"Brownsville","Big Tex Grill of Brownsville #475","Tex-Mex","$$$$","4.2"
"McKinney","Blue Bonnet Kitchen of McKinney #476","Steakhouse","$","3.9"
"Frisco","Yellow Rose Taqueria of Frisco #477","Seafood","$$","3.8"
"Pasadena","Alamo Smokehouse of Pasadena #478","Southern","$$$","4.9"
"Mesquite","Pecos Table of Mesquite #479","Bistro","$$$$","3.9"
"Austin","Lone Star Pit of Austin #480","BBQ","$","4.9"
"Houston","Big Tex Grill of Houston #481","Tex-Mex","$$","4.3"
"Dallas","Blue Bonnet Kitchen of Dallas #482","Steakhouse","$$$","5.0"
"San Antonio","Yellow Rose Taqueria of San Antonio #483","Seafood","$$$$","4.2"
"Fort Worth","Alamo Smokehouse of Fort Worth #484","Southern","$","4.0"
"El Paso","Pecos Table of El Paso #485","Bistro","$$","3.8"
"Arlington","Lone Star Pit of Arlington #486","BBQ","$$$","4.8"
"Corpus Christi","Big Tex Grill of Corpus Christi #487","Tex-Mex","$$$$","4.5"
"Plano","Blue Bonnet Kitchen of Plano #488","Steakhouse","$","3.5"
"Laredo","Yellow Rose Taqueria of Laredo #489","Seafood","$$","3.8"
"Lubbock","Alamo Smokehouse of Lubbock #490","Southern","$$$","4.2"
"Garland","Pecos Table of Garland #491","Bistro","$$$$","4.2"
"Irving","Lone Star Pit of Irving #492","BBQ","$","4.3"
"Amarillo","Big Tex Grill of Amarillo #493","Tex-Mex","$$","4.6"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #494","Steakhouse","$$$","3.9"
"Brownsville","Yellow Rose Taqueria of Brownsville #495","Seafood","$$$$","3.6"
"McKinney","Alamo Smokehouse of McKinney #496","Southern","$","4.4"
"Frisco","Pecos Table of Frisco #497","Bistro","$$","4.0"
"Pasadena","Lone Star Pit of Pasadena #498","BBQ","$$$","4.4"
"Mesquite","Big Tex Grill of Mesquite #499","Tex-Mex","$$$$","4.8"
"Austin","Blue Bonnet Kitchen of Austin #500","Steakhouse","$","4.8"
"Houston","Yellow Rose Taqueria of Houston #501","Seafood","$$","4.0"
"Dallas","Alamo Smokehouse of Dallas #502","Southern","$$$","4.0"
"San Antonio","Pecos Table of San Antonio #503","Bistro","$$$$","4.6"
"Fort Worth","Lone Star Pit of Fort Worth #504","BBQ","$","3.8"
"El Paso","Big Tex Grill of El Paso #505","Tex-Mex","$$","4.7"
"Arlington","Blue Bonnet Kitchen of Arlington #506","Steakhouse","$$$","3.6"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #507","Seafood","$$$$","3.9"
"Plano","Alamo Smokehouse of Plano #508","Southern","$","4.6"
"Laredo","Pecos Table of Laredo #509","Bistro","$$","4.5"
"Lubbock","Lone Star Pit of Lubbock #510","BBQ","$$$","4.4"
"Garland","Big Tex Grill of Garland #511","Tex-Mex","$$$$","4.7"
"Irving","Blue Bonnet Kitchen of Irving #512","Steakhouse","$","3.6"
"Amarillo","Yellow Rose Taqueria of Amarillo #513","Seafood","$$","4.7"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #514","Southern","$$$","3.7"
"Brownsville","Pecos Table of Brownsville #515","Bistro","$$$$","4.9"
"McKinney","Lone Star Pit of McKinney #516","BBQ","$","4.2"
"Frisco","Big Tex Grill of Frisco #517","Tex-Mex","$$","3.7"
"Pasadena","Blue Bonnet Kitchen of Pasadena #518","Steakhouse","$$$","4.3"
"Mesquite","Yellow Rose Taqueria of Mesquite #519","Seafood","$$$$","3.9"
"Austin","Alamo Smokehouse of Austin #520","Southern","$","5.0"
"Houston","Pecos Table of Houston #521","Bistro","$$","3.7"
"Dallas","Lone Star Pit of Dallas #522","BBQ","$$$","3.9"
"San Antonio","Big Tex Grill of San Antonio #523","Tex-Mex","$$$$","3.5"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #524","Steakhouse","$","3.8"
"El Paso","Yellow Rose Taqueria of El Paso #525","Seafood","$$","5.0"
"Arlington","Alamo Smokehouse of Arlington #526","Southern","$$$","3.5"
"Corpus Christi","Pecos Table of Corpus Christi #527","Bistro","$$$$","4.8"
"Plano","Lone Star Pit of Plano #528","BBQ","$","4.3"
"Laredo","Big Tex Grill of Laredo #529","Tex-Mex","$$","4.1"
"Lubbock","Blue Bonnet Kitchen of Lubbock #530","Steakhouse","$$$","4.8"
"Garland","Yellow Rose Taqueria of Garland #531","Seafood","$$$$","4.0"
"Irving","Alamo Smokehouse of Irving #532","Southern","$","4.9"
"Amarillo","Pecos Table of Amarillo #533","Bistro","$$","4.9"
"Grand Prairie","Lone Star Pit of Grand Prairie #534","BBQ","$$$","3.9"
"Brownsville","Big Tex Grill of Brownsville #535","Tex-Mex","$$$$","4.7"
"McKinney","Blue Bonnet Kitchen of McKinney #536","Steakhouse","$","3.6"
"Frisco","Yellow Rose Taqueria of Frisco #537","Seafood","$$","4.0"
"Pasadena","Alamo Smokehouse of Pasadena #538","Southern","$$$","4.0"
"Mesquite","Pecos Table of Mesquite #539","Bistro","$$$$","3.9"
"Austin","Lone Star Pit of Austin #540","BBQ","$","4.3"
"Houston","Big Tex Grill of Houston #541","Tex-Mex","$$","3.8"
"Dallas","Blue Bonnet Kitchen of Dallas #542","Steakhouse","$$$","3.6"
"San Antonio","Yellow Rose Taqueria of San Antonio #543","Seafood","$$$$","4.4"
"Fort Worth","Alamo Smokehouse of Fort Worth #544","Southern","$","3.6"
"El Paso","Pecos Table of El Paso #545","Bistro","$$","5.0"
"Arlington","Lone Star Pit of Arlington #546","BBQ","$$$","4.5"
"Corpus Christi","Big Tex Grill of Corpus Christi #547","Tex-Mex","$$$$","4.9"
"Plano","Blue Bonnet Kitchen of Plano #548","Steakhouse","$","4.7"
"Laredo","Yellow Rose Taqueria of Laredo #549","Seafood","$$","3.6"
"Lubbock","Alamo Smokehouse of Lubbock #550","Southern","$$$","3.8"
"Garland","Pecos Table of Garland #551","Bistro","$$$$","4.6"
"Irving","Lone Star Pit of Irving #552","BBQ","$","3.7"
"Amarillo","Big Tex Grill of Amarillo #553","Tex-Mex","$$","4.1"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #554","Steakhouse","$$$","4.9"
"Brownsville","Yellow Rose Taqueria of Brownsville #555","Seafood","$$$$","4.4"
"McKinney","Alamo Smokehouse of McKinney #556","Southern","$","4.7"
"Frisco","Pecos Table of Frisco #557","Bistro","$$","4.4"
"Pasadena","Lone Star Pit of Pasadena #558","BBQ","$$$","4.6"
"Mesquite","Big Tex Grill of Mesquite #559","Tex-Mex","$$$$","4.7"
"Austin","Blue Bonnet Kitchen of Austin #560","Steakhouse","$","4.5"
"Houston","Yellow Rose Taqueria of Houston #561","Seafood","$$","3.7"
"Dallas","Alamo Smokehouse of Dallas #562","Southern","$$$","4.6"
"San Antonio","Pecos Table of San Antonio #563","Bistro","$$$$","4.7"
"Fort Worth","Lone Star Pit of Fort Worth #564","BBQ","$","4.9"
"El Paso","Big Tex Grill of El Paso #565","Tex-Mex","$$","3.8"
"Arlington","Blue Bonnet Kitchen of Arlington #566","Steakhouse","$$$","3.7"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #567","Seafood","$$$$","4.9"
"Plano","Alamo Smokehouse of Plano #568","Southern","$","3.9"
"Laredo","Pecos Table of Laredo #569","Bistro","$$","4.3"
"Lubbock","Lone Star Pit of Lubbock #570","BBQ","$$$","4.4"
"Garland","Big Tex Grill of Garland #571","Tex-Mex","$$$$","4.3"
"Irving","Blue Bonnet Kitchen of Irving #572","Steakhouse","$","4.4"
"Amarillo","Yellow Rose Taqueria of Amarillo #573","Seafood","$$","4.1"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #574","Southern","$$$","3.6"
"Brownsville","Pecos Table of Brownsville #575","Bistro","$$$$","4.6"
"McKinney","Lone Star Pit of McKinney #576","BBQ","$","4.3"
"Frisco","Big Tex Grill of Frisco #577","Tex-Mex","$$","4.3"
"Pasadena","Blue Bonnet Kitchen of Pasadena #578","Steakhouse","$$$","3.5"
"Mesquite","Yellow Rose Taqueria of Mesquite #579","Seafood","$$$$","3.7"
"Austin","Alamo Smokehouse of Austin #580","Southern","$","3.8"
"Houston","Pecos Table of Houston #581","Bistro","$$","3.7"
"Dallas","Lone Star Pit of Dallas #582","BBQ","$$$","4.3"
"San Antonio","Big Tex Grill of San Antonio #583","Tex-Mex","$$$$","4.0"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #584","Steakhouse","$","4.2"
"El Paso","Yellow Rose Taqueria of El Paso #585","Seafood","$$","3.9"
"Arlington","Alamo Smokehouse of Arlington #586","Southern","$$$","3.9"
"Corpus Christi","Pecos Table of Corpus Christi #587","Bistro","$$$$","4.1"
"Plano","Lone Star Pit of Plano #588","BBQ","$","4.9"
"Laredo","Big Tex Grill of Laredo #589","Tex-Mex","$$","5.0"
"Lubbock","Blue Bonnet Kitchen of Lubbock #590","Steakhouse","$$$","3.7"
"Garland","Yellow Rose Taqueria of Garland #591","Seafood","$$$$","4.5"
"Irving","Alamo Smokehouse of Irving #592","Southern","$","4.9"
"Amarillo","Pecos Table of Amarillo #593","Bistro","$$","4.5"
"Grand Prairie","Lone Star Pit of Grand Prairie #594","BBQ","$$$","4.1"
"Brownsville","Big Tex Grill of Brownsville #595","Tex-Mex","$$$$","3.7"
"McKinney","Blue Bonnet Kitchen of McKinney #596","Steakhouse","$","3.6"
"Frisco","Yellow Rose Taqueria of Frisco #597","Seafood","$$","3.6"
"Pasadena","Alamo Smokehouse of Pasadena #598","Southern","$$$","4.8"
"Mesquite","Pecos Table of Mesquite #599","Bistro","$$$$","4.9"
"Austin","Lone Star Pit of Austin #600","BBQ","$","4.3"
"Houston","Big Tex Grill of Houston #601","Tex-Mex","$$","4.5"
"Dallas","Blue Bonnet Kitchen of Dallas #602","Steakhouse","$$$","5.0"
"San Antonio","Yellow Rose Taqueria of San Antonio #603","Seafood","$$$$","4.4"
"Fort Worth","Alamo Smokehouse of Fort Worth #604","Southern","$","3.7"
"El Paso","Pecos Table of El Paso #605","Bistro","$$","4.0"
"Arlington","Lone Star Pit of Arlington #606","BBQ","$$$","4.8"
"Corpus Christi","Big Tex Grill of Corpus Christi #607","Tex-Mex","$$$$","4.1"
"Plano","Blue Bonnet Kitchen of Plano #608","Steakhouse","$","4.1"
"Laredo","Yellow Rose Taqueria of Laredo #609","Seafood","$$","3.6"
"Lubbock","Alamo Smokehouse of Lubbock #610","Southern","$$$","3.9"
"Garland","Pecos Table of Garland #611","Bistro","$$$$","3.6"
"Irving","Lone Star Pit of Irving #612","BBQ","$","4.5"
"Amarillo","Big Tex Grill of Amarillo #613","Tex-Mex","$$","4.7"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #614","Steakhouse","$$$","3.7"
"Brownsville","Yellow Rose Taqueria of Brownsville #615","Seafood","$$$$","3.5"
"McKinney","Alamo Smokehouse of McKinney #616","Southern","$","4.7"
"Frisco","Pecos Table of Frisco #617","Bistro","$$","4.7"
"Pasadena","Lone Star Pit of Pasadena #618","BBQ","$$$","4.4"
"Mesquite","Big Tex Grill of Mesquite #619","Tex-Mex","$$$$","4.4"
"Austin","Blue Bonnet Kitchen of Austin #620","Steakhouse","$","4.6"
"Houston","Yellow Rose Taqueria of Houston #621","Seafood","$$","4.1"
"Dallas","Alamo Smokehouse of Dallas #622","Southern","$$$","3.9"
"San Antonio","Pecos Table of San Antonio #623","Bistro","$$$$","3.6"
"Fort Worth","Lone Star Pit of Fort Worth #624","BBQ","$","4.9"
"El Paso","Big Tex Grill of El Paso #625","Tex-Mex","$$","4.9"
"Arlington","Blue Bonnet Kitchen of Arlington #626","Steakhouse","$$$","4.6"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #627","Seafood","$$$$","3.6"
"Plano","Alamo Smokehouse of Plano #628","Southern","$","3.8"
"Laredo","Pecos Table of Laredo #629","Bistro","$$","3.6"
"Lubbock","Lone Star Pit of Lubbock #630","BBQ","$$$","3.9"
"Garland","Big Tex Grill of Garland #631","Tex-Mex","$$$$","5.0"
"Irving","Blue Bonnet Kitchen of Irving #632","Steakhouse","$","4.5"
"Amarillo","Yellow Rose Taqueria of Amarillo #633","Seafood","$$","4.0"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #634","Southern","$$$","4.7"
"Brownsville","Pecos Table of Brownsville #635","Bistro","$$$$","3.6"
"McKinney","Lone Star Pit of McKinney #636","BBQ","$","3.7"
"Frisco","Big Tex Grill of Frisco #637","Tex-Mex","$$","4.2"
"Pasadena","Blue Bonnet Kitchen of Pasadena #638","Steakhouse","$$$","4.4"
"Mesquite","Yellow Rose Taqueria of Mesquite #639","Seafood","$$$$","5.0"
"Austin","Alamo Smokehouse of Austin #640","Southern","$","4.7"
"Houston","Pecos Table of Houston #641","Bistro","$$","3.9"
"Dallas","Lone Star Pit of Dallas #642","BBQ","$$$","3.6"
"San Antonio","Big Tex Grill of San Antonio #643","Tex-Mex","$$$$","3.7"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #644","Steakhouse","$","4.6"
"El Paso","Yellow Rose Taqueria of El Paso #645","Seafood","$$","4.2"
"Arlington","Alamo Smokehouse of Arlington #646","Southern","$$$","4.6"
"Corpus Christi","Pecos Table of Corpus Christi #647","Bistro","$$$$","4.3"
"Plano","Lone Star Pit of Plano #648","BBQ","$","4.3"
"Laredo","Big Tex Grill of Laredo #649","Tex-Mex","$$","3.6"
"Lubbock","Blue Bonnet Kitchen of Lubbock #650","Steakhouse","$$$","4.0"
"Garland","Yellow Rose Taqueria of Garland #651","Seafood","$$$$","3.6"
"Irving","Alamo Smokehouse of Irving #652","Southern","$","4.8"
"Amarillo","Pecos Table of Amarillo #653","Bistro","$$","4.8"
"Grand Prairie","Lone Star Pit of Grand Prairie #654","BBQ","$$$","4.9"
"Brownsville","Big Tex Grill of Brownsville #655","Tex-Mex","$$$$","4.7"
"McKinney","Blue Bonnet Kitchen of McKinney #656","Steakhouse","$","5.0"
"Frisco","Yellow Rose Taqueria of Frisco #657","Seafood","$$","4.2"
"Pasadena","Alamo Smokehouse of Pasadena #658","Southern","$$$","4.6"
"Mesquite","Pecos Table of Mesquite #659","Bistro","$$$$","3.9"
"Austin","Lone Star Pit of Austin #660","BBQ","$","4.4"
"Houston","Big Tex Grill of Houston #661","Tex-Mex","$$","4.1"
"Dallas","Blue Bonnet Kitchen of Dallas #662","Steakhouse","$$$","4.9"
"San Antonio","Yellow Rose Taqueria of San Antonio #663","Seafood","$$$$","5.0"
